Text	Category
Başvurumuz okul, hastane ve iş merkezlerine erişim sağlayan bölgede görülen kartın cihazlarda okunmaması hakkındadır. Vatandaşlar uzun süre bekliyor, aktarma yapmak zorunda kalıyor veya yolculuğunu tamamlayamıyor. Vatandaşların güvenli ve düzenli ulaşım sağlayabilmesi için gerekli düzenlemenin yapılmasını rica ediyoruz.	Ulaşım Kartı
Başkale ilçesinde sağlık ve çevre açısından hassas bir noktada çöp konteynerinin taşması. Yaklaşık bir aydır aynı problem yaşanıyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Çöp ve Atık
Sabah ve akşam yoğunluğunda kullanılan ulaşım hattında belediye otoparkı girişinin düzensiz olması nedeniyle mağduriyet yaşanıyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Yoğun saatlerde güvenlik ve erişilebilirlik sorunu daha belirgin hale geliyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. İlgili sistem, araç veya fiziki alanın kontrol edilip sorunun giderilmesini talep ediyoruz.	Otopark
Tarımsal pompa çalışmıyor. Üreticilerin ortak kullandığı sulama hattında sulama sistemindeki pompa arızası nedeniyle ekinler susuz kalıyor. Bu talep evsel içme suyu değil, tarımsal üretim için kullanılan sulama suyuyla ilgilidir. Tarımsal hattın ve ekipmanların onarılmasını istiyorum.	Tarımsal Sulama
Vatandaşlar mahalle, park ve yol çevresinde başıboş büyükbaşın trafiğe girmesi konusunda destek talep ediyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Durum hem hayvan hem çevredeki insanlar için kontrollü müdahale gerektiriyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Hayvan Kaynaklı Tehlike
Vatandaşlar gün boyunca yoğun kullanılan açık alanda kent girişinde estetik düzenleme ihtiyacı. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Peyzaj ve Kent Estetiği
Çaldıran tarafında duyuru, bilgilendirme ve geri dönüş kanalında çağrı merkezi yönlendirmesinin yanlış olması konusu çözüm bekliyor. Doğru bilgiye veya muhataba ulaşılamadığı için süreç ilerlemiyor. Bilgilendirme, duyuru veya koordinasyon eksikliğinin giderilmesini rica ediyoruz.	Kurumsal İletişim
Gürpınar ilçesinde can ve mal güvenliğini doğrudan etkileyen olay yerinde araçta yangın meydana gelmesi. Vatandaşlar güvenli alana çekilmiş durumda ve profesyonel ekip bekliyor. Olay bölgesinde güvenlik çemberi ve gerekli teknik müdahalenin sağlanmasını rica ediyoruz.	Yangın
Kapalı otopark aydınlatması yetersiz. Hastane ve iş merkezi yakınındaki otopark tesisinde otopark içindeki lambalar çalışmadığı için alan güvenli değil. Giriş, çıkış ve ödeme işlemleri aksıyor. Otopark tesisinin ve işletme sisteminin kontrol edilmesini talep ediyoruz.	Otopark
Plakasız minibüs sokağı kaplıyor. Uzun süredir hareket etmeyen minibüs dar yolu işgal ediyor. Çocukların kullandığı alanın yanında bu nedenle sorun daha belirgin hâle geliyor. Çevre güvenliği ve görüntü açısından sorun oluşturuyor. Aracın durumunun incelenerek kaldırılmasını talep ediyoruz.	Terk Edilmiş ve Hurda Araçlar
Vatandaşlar dere, park, sokak veya boş arazi çevresinde kemirgen görülmesi konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Sorun sıcak hava ve yağışla birlikte daha geniş bir alana yayılıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Alanının kontrol edilip tekrarını önleyecek kalıcı önlem alınmasını talep ediyoruz.	İlaçlama
Vatandaşlar başvuru sahibinin resmi dosyasında mahalle bilgisinin hatalı işlenmesi. Vatandaşlar başvuru sahibinin resmi dosyasında mahalle bilgisinin hatalı işlenmesi konusunda destek talep ediyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Numarataj ve Adres
Vatandaşlar yerleşim alanına yakın tehlikeli noktada çatıda alev ve yoğun duman görülmesi konusunda destek talep ediyor. Olay çevredeki kişilere ve yapılara hızla yayılabilecek tehlike oluşturuyor. Acil ekibin derhal olay yerine yönlendirilmesini istiyoruz.	Yangın
Asansörde insanların mahsur kalması. Başvurumuz zaman kaybının riski artırdığı olayda görülen asansörde insanların mahsur kalması hakkındadır. Vatandaşlar güvenli alana çekilmiş durumda ve profesyonel ekip bekliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurtarma ve Acil Müdahale
Belediye personeli kaba davrandı. Vatandaşın bilgi almak istediği süreçte hizmet birimindeki görevli soruları dinlemeden olumsuz ve kırıcı konuştu. İletişim sürecinin ve personel yaklaşımının değerlendirilmesini talep ediyoruz. Hizmet kalitesi ve kuruma duyulan güven olumsuz etkileniyor.	Kurumsal İletişim
Gevaş ilçesinde son ödeme ve itiraz süresi devam eden dosyada iade başvurusunun sonuçlanmaması. Gevaş ilçesinde son ödeme ve itiraz süresi devam eden dosyada iade başvurusunun sonuçlanmaması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	İade İşlemleri
Kent yaşamını iyileştirecek fikir sunulması. Başvurumuz duyuru, bilgilendirme ve geri dönüş kanalında görülen kent yaşamını iyileştirecek fikir sunulması hakkındadır. Duyuru veya geri dönüş eksikliği katılım ve güveni azaltıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Öneri ve Görüş
Gürpınar ilçesinde gün boyunca yoğun kullanılan açık alanda sulama sisteminin arızalı olması. Ağaçta tehlikeli dal sorunu yoktur; başvurunun konusu çim, bitki ve sulama sistemidir. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Yeşil Alan ve Sulama
Vatandaşla iletişim sorunu yaşandı. Hizmet sırasında uygun olmayan üslup ve yönlendirme kullanıldı. Belediye hizmet biriminde bu nedenle sorun daha belirgin hâle geliyor. Konu teknik uygulama arızası değil, kurum ve personel iletişimiyle ilgilidir. Doğru birimden resmî bilgi verilmesini rica ediyoruz.	Kurumsal İletişim
Kaya düşmesi tehlikesi bulunması. Başvurumuz toplanma ve tahliye planlaması açısından önemli alanda görülen kaya düşmesi tehlikesi bulunması hakkındadır. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Afet ve Risk Bildirimi
Vatandaşlar sağlık ve hijyen açısından müdahale gereken bölgede sedye ile taşınması gereken hasta olması konusunda destek talep ediyor. Sorun yaklaşık üç gündür devam ediyor. Gecikme sağlık durumunun kötüleşmesine veya randevunun kaçırılmasına yol açabilir. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Sağlık ihtiyacının değerlendirilerek uygun hizmetin planlanmasını istiyoruz.	Hasta Nakli
Vatandaşlar defin öncesi belge ve koordinasyon aşamasında mezarlığa taşıma aracı talebi konusunda destek talep ediyor. Başvuru mezar yeri tahsisi değil, cenazenin bir yerden başka yere taşınması içindir. Hizmetin hassasiyet ve saygı içinde hızlı yürütülmesi gerekiyor. Aileye süreç, belge ve zamanlama hakkında açık bilgi verilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Cenaze Nakli
Mahalle sakinlerinin sosyal faaliyet ihtiyacında dil veya bilgisayar kursu başvurusu. Mahalle sakinlerinin sosyal faaliyet ihtiyacında dil veya bilgisayar kursu başvurusu nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurs ve Eğitim
Ruhsat başvurusu sistemde görünmüyor. Esnafın belediye izin sürecinde teslim edilen iş yeri dosyasının kaydı bulunamıyor. İşletmenin yasal çalışma durumu netleşmiyor. Ruhsatsız faaliyet varsa gerekli işlemin yapılmasını rica ediyoruz.	Ruhsat
Gevaş ilçesinde araç ve yaya trafiğinin birlikte yoğun olduğu kesimde gece oluşan buz tabakasının kazaya yol açması. Sorun yaklaşık üç gündür devam ediyor. Ulaşım aksadığı için vatandaşlar alternatif ve daha uzun yolları kullanmak zorunda kalıyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz.	Kar ve Buzlanma
Vatandaşlar zaman kaybının riski artırdığı olayda göçükte kurtarma ihtiyacı. Vatandaşlar zaman kaybının riski artırdığı olayda göçükte kurtarma ihtiyacı konusunda destek talep ediyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurtarma ve Acil Müdahale
Vatandaşlar mahalle muhtarlığı ile belediye arasındaki süreçte mahalle sorunları için toplantı talebi. Mahalle adına iletilen konu doğru birime ulaşmadığı için sonuçlanmıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Muhtar İletişimi
Edremit ilçesinde başvuru sahibinin resmi dosyasında eski binanın yenilenmesi için başvuru yapılması. Edremit ilçesinde başvuru sahibinin resmi dosyasında eski binanın yenilenmesi için başvuru yapılması. Belge ve kayıt belirsizliği nedeniyle vatandaş zaman ve hak kaybı yaşayabileceğini düşünüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kentsel Dönüşüm
Çaldıran ilçesinde belediye sağlık hizmeti alınması gereken durumda yatalak hastanın hastaneye taşınması. Yaklaşık bir aydır aynı problem yaşanıyor. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Hasta Nakli
Muradiye ilçesinde resmi işlem tamamlanmadan önce mahalle bilgisinin hatalı işlenmesi. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Diğer resmi işlemler bu dosyanın sonuçlanmasını beklediği için süreç uzuyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Numarataj ve Adres
Vatandaşların ve hayvanların güvenliğini etkileyen bölgede bakımsız kedi ve köpeklerin sokakta kalması nedeniyle mağduriyet yaşanıyor. Müdahale gecikirse yaralanma, çoğalma veya saldırı riski artabilir. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Sahipsiz Hayvan
Yeni otobüs hattı talep ediliyor. Yerleşim alanı ile merkez arasında toplu taşıma bağlantısı bulunmuyor. Şehir merkezi ile mahalle arasındaki hatta bu nedenle sorun daha belirgin hâle geliyor. Yolcular uzun süre bekliyor ve günlük planları aksıyor. Hat planlamasının yolcu yoğunluğuna göre güncellenmesini rica ediyoruz.	Toplu Taşıma
Sahipsiz hayvanların görüldüğü kamusal alanda başıboş büyükbaşın trafiğe girmesi nedeniyle mağduriyet yaşanıyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Müdahale gecikirse yaralanma, çoğalma veya saldırı riski artabilir. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Hayvan Kaynaklı Tehlike
İçme suyunda kötü koku var. Apartmanların kullandığı içme suyu hattında şebeke suyunda belirgin koku ve tat değişikliği bulunuyor. Arızanın giderilmesini ve sonuç hakkında bilgi verilmesini istiyorum. Su içme, yemek ve temizlik amacıyla güvenle kullanılamıyor.	İçme Suyu ve Şebeke
Özalp tarafında başvuru sahibinin resmi dosyasında parsel sınırlarının öğrenilmek istenmesi konusu çözüm bekliyor. Yaklaşık bir aydır aynı problem yaşanıyor. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Harita ve Parsel
Bisiklet yoluna araç bırakılıyor. Dar bir mahalle sokağında bisiklet yolunu işgal eden araçlar güvenli geçişi engelliyor. Hatalı parkın denetlenmesini ve gerekli işlemin uygulanmasını istiyoruz. Yaya ve araç geçişi tehlikeli hâle geliyor.	Park İhlali
Çaldıran tarafında evden çıkmakta zorlanan hasta veya yaşlı kişide tekerlekli sandalyeli hastanın ulaşamaması. Çaldıran tarafında evden çıkmakta zorlanan hasta veya yaşlı kişide tekerlekli sandalyeli hastanın ulaşamaması konusu çözüm bekliyor. Hizmete erişilemediği için tedavi, bakım veya koruyucu sağlık süreci aksıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Hasta Nakli
Başvurumuz resmi görüşme veya kamuoyu bilgilendirmesi sırasında görülen hizmet tasarımında değişiklik talebi hakkındadır. Sorun yaklaşık üç gündür devam ediyor. Başvuru sürekli farklı kanallara yönlendirildiği için zaman kaybı yaşanıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Doğru iletişim kanalı ve güncel bilginin paylaşılmasını istiyoruz.	Öneri ve Görüş
Başvurumuz taşınmazın mülkiyet, kullanım veya sözleşme sürecinde görülen kamu alanı işgali için tahakkuk hakkındadır. Bu durum iki haftadır sonuçlanmadı. Bedel, sözleşme veya hak sahipliği belirsizliği mağduriyet oluşturuyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Ecrimisil
Tuşba ilçesinde okul, sağlık ocağı ve konutların bulunduğu bölgede gece oluşan buz tabakasının kazaya yol açması. Tuşba ilçesinde okul, sağlık ocağı ve konutların bulunduğu bölgede gece oluşan buz tabakasının kazaya yol açması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kar ve Buzlanma
Vatandaşlar devam eden başvuru ve belge sürecinde bina yangın güvenliği incelemesi talep edilmesi konusunda destek talep ediyor. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	İtfaiye Uygunluk İşlemleri
Gevaş ilçesinde günlük ulaşımın sağlandığı kamusal alanda yüksek kesimde kar birikmesinin ulaşımı engellemesi. Yolun kaplaması kullanılabilir durumdadır; güncel problem kar birikmesi ve buzlanmadır. Ulaşım aksadığı için vatandaşlar alternatif ve daha uzun yolları kullanmak zorunda kalıyor. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Kar ve Buzlanma
Vatandaşlar yerleşim alanına yakın tehlikeli noktada asansörde insanların mahsur kalması konusunda destek talep ediyor. Bu durum iki haftadır sonuçlanmadı. Olay çevredeki kişilere ve yapılara hızla yayılabilecek tehlike oluşturuyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Olay bölgesinde güvenlik çemberi ve gerekli teknik müdahalenin sağlanmasını rica ediyoruz.	Kurtarma ve Acil Müdahale
Engelli rampasının önü kapalı. Dar bir mahalle sokağında bir araç engelli rampasının tam önüne park edilmiş. Acil müdahale araçlarının erişimi engellenebilir. Alanı kapatan aracın kaldırılmasını ve tekrarını önleyici işaretleme yapılmasını talep ediyoruz.	Park İhlali
Gevaş ilçesinde taşınmazın mülkiyet, kullanım veya sözleşme sürecinde belediye mülküne zarar verilmesi. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Bedel, sözleşme veya hak sahipliği belirsizliği mağduriyet oluşturuyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Belediye Taşınmazları
Başkale ilçesinde çocuk, genç ve yetişkinlerin katıldığı programda organizasyon kayıt bilgisinin sorulması. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Kontenjan, mekân veya duyuru eksikliği katılımı azaltıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Katılım bilgisinin açık biçimde paylaşılmasını ve erişim sorununun çözülmesini rica ediyoruz.	Etkinlikler
Sokakta içme suyu kaçağı var. Yol altındaki temiz su hattından sürekli sızıntı oluşuyor. Konutların bulunduğu mahallede bu nedenle sorun daha belirgin hâle geliyor. Vatandaşlar temel ihtiyaçlarını karşılamakta zorlanıyor. Şebeke hattının ve su kalitesinin kontrol edilmesini talep ediyoruz.	İçme Suyu ve Şebeke
Vatandaşlar parsel, bina veya kullanım bedeliyle ilgili işlemde kamu yapısının atıl kalması konusunda destek talep ediyor. Bu durum iki haftadır sonuçlanmadı. Farklı kayıtlar birbiriyle uyuşmadığı için hukuki endişe oluşuyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Başvurunun ilgili mevzuata göre sonuçlandırılmasını rica ediyoruz.	Belediye Taşınmazları
Aile için hassas ve zaman kritik olan başvuruda cenazenin başka yere taşınması nedeniyle mağduriyet yaşanıyor. Son günlerde sorun belirgin biçimde arttı. Hizmetin hassasiyet ve saygı içinde hızlı yürütülmesi gerekiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Mezarlık veya cenaze hizmetinin gecikmeden tamamlanmasını rica ediyoruz.	Cenaze Nakli
Muradiye tarafında mahalle, park ve yol çevresinde tehlikeli hayvanın okul çevresinde dolaşması konusu çözüm bekliyor. Sorun yaklaşık üç gündür devam ediyor. Müdahale gecikirse yaralanma, çoğalma veya saldırı riski artabilir. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Canlı güvenliği gözetilerek gerekli veteriner hizmetinin sağlanmasını rica ediyoruz.	Hayvan Kaynaklı Tehlike
Vatandaşlar taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada boş belediye mülkünün bakım sorunu. Vatandaşlar taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada boş belediye mülkünün bakım sorunu konusunda destek talep ediyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Belediye Taşınmazları
Erciş ilçesinde resmi işlem tamamlanmadan önce adres kaydının sistemde bulunamaması. Erciş ilçesinde resmi işlem tamamlanmadan önce adres kaydının sistemde bulunamaması. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Numarataj ve Adres
İpekyolu ilçesinde başvuru sahibinin resmi dosyasında ruhsat yenilemede evrak sorunu yaşanması. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. İşlemin hangi aşamada olduğu bilinmediği için başvuru ilerlemiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Yapı Ruhsatı ve İskân
İzinsiz satış yapılıyor. Kamusal alanda ruhsat ve yer izni olmadan ürün satılıyor. Pazar çevresinde bu nedenle sorun daha belirgin hâle geliyor. Kamu düzeni ve güvenli geçiş olumsuz etkileniyor. İzinsiz faaliyetin durdurulmasını istiyorum.	Zabıta
Mahalle parkı ve ortak dinlenme alanında bitkilerin kuruması nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Yeşil Alan ve Sulama
Gün boyunca yoğun kullanılan açık alanda çöp kutusu veya bariyerin zarar görmesi nedeniyle mağduriyet yaşanıyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Alan güvenli ve işlevsel biçimde kullanılamıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz.	Kent Mobilyası
Vatandaşlar yakınını kaybeden ailenin yürüttüğü resmi süreçte mezarlıkta ot ve çöp birikmesi konusunda destek talep ediyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Kayıt, bakım veya taşıma işlemi netleşmediği için diğer hazırlıklar yapılamıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. İşlemin öncelikli olarak değerlendirilmesini ve gerekli koordinasyonun kurulmasını istiyoruz.	Mezarlık Bakım ve Temizliği
Açık alanda atık yakılıyor. Dere, göl veya boş arazi çevresinde duman ve kül çevrede yaşayanları etkiliyor. Kötü koku ve halk sağlığı riski oluşuyor. Atığın temizlenmesini ve sorumluların denetlenmesini rica ediyoruz.	Çevre Kirliliği
Spor tesisi rezervasyonu yapılamıyor. Gençler ve yetişkinler için saha kullanım başvurusu sonuçlandırılamıyor. İlgili spor biriminin talebi değerlendirmesini rica ediyoruz. Vatandaşlar sportif faaliyetten yararlanamıyor.	Spor Hizmetleri
Belediye sağlık hizmeti alınması gereken durumda yaşlı hastanın evde sağlık ihtiyacı nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Hasta ve yakınları uygun araç veya destek bulunmadığından zorlanıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Sağlık ihtiyacının değerlendirilerek uygun hizmetin planlanmasını istiyoruz.	Evde Bakım
Erciş ilçesinde yerleşim alanına yakın çevrede yol kenarında beton ve tuğla birikmesi. Sorun yaklaşık üç gündür devam ediyor. Koku, görüntü, hijyen veya sağlık açısından ciddi rahatsızlık oluşuyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. İlgili ekiplerin çevre ve halk sağlığı yönünden inceleme yapmasını rica ediyoruz.	Hafriyat Atığı
Görüşü kapatan dallar budanmalı. Yol kenarındaki dallar trafik ve yaya görüşünü engelliyor. Konutların yakınındaki yeşil alanda bu nedenle sorun daha belirgin hâle geliyor. Dallar ve gövde can güvenliği açısından risk oluşturuyor. Ağaç bakımının yapılmasını rica ediyoruz.	Ağaç ve Budama
Çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede tahliye sonrası geçici konut ihtiyacı nedeniyle mağduriyet yaşanıyor. Bu durum iki haftadır sonuçlanmadı. Kişi veya aile temel ihtiyaçlarını güvenli biçimde karşılayamıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Sosyal hizmet ekibinin ihtiyaç değerlendirmesi yapmasını istiyoruz.	Barınma Desteği
Kanal kapağı hasarlı. Tarla girişindeki sulama yapısı kırılmış. Üreticilerin ortak kullandığı sulama hattında bu nedenle sorun daha belirgin hâle geliyor. Üretim ve çiftçilerin geliri olumsuz etkileniyor. Tarımsal hattın ve ekipmanların onarılmasını istiyorum.	Tarımsal Sulama
Sokak lambası yanmıyor. Okul ve konutların bulunduğu sokakta sokağın girişindeki aydınlatma lambası geceleri hiç yanmıyor. Arızalı lamba ve direklerin kontrol edilerek onarılmasını talep ediyoruz. Yayalar yolu görmekte zorlanıyor ve güvenlik riski oluşuyor.	Aydınlatma
Ruhsat projesi onay bekliyor. Mimari proje onayından sonra mimari ve teknik proje incelemesi tamamlanmadı. Teknik ve hukuki işlemler gecikiyor. Yapı ruhsatı veya iskân dosyasının incelenmesini talep ediyoruz.	Yapı Ruhsatı ve İskân
Park korkulukları kırık. Mahalle parkında alan çevresindeki koruma elemanları zarar görmüş. Bu talep spor kursu veya ağaç budamasıyla değil, park ve oyun ekipmanlarıyla ilgilidir. Parkın güvenlik kontrolünden geçirilmesini rica ediyoruz.	Park ve Oyun Alanı
İpekyolu ilçesinde duyuru, bilgilendirme ve geri dönüş kanalında tanıtım çalışmasına destek istenmesi. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Doğru bilgiye veya muhataba ulaşılamadığı için süreç ilerlemiyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. İlgili birimden açık ve resmi geri dönüş yapılmasını talep ediyoruz.	Duyuru ve Tanıtım
Özalp ilçesinde günlük işe ve okula gidiş geliş sırasında belirli hattın sürekli gecikmesi. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Öğrenci, yaşlı ve çalışanların günlük ulaşım planı aksıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Ulaşım düzeninin saha verileri dikkate alınarak yeniden değerlendirilmesini istiyoruz.	Toplu Taşıma
Hastalıklı ağaç kontrol edilsin. Ağacın gövdesinde çürüme ve kuruma belirtileri görülüyor. Yol ve kaldırım kenarında bu nedenle sorun daha belirgin hâle geliyor. Yaya geçişi ve çevredeki yapılar zarar görebilir. Ağaç bakımının yapılmasını rica ediyoruz.	Ağaç ve Budama
Durak tabelasında güzergâh görünmüyor. Mahallemizdeki durakta yolcular hangi hattın geleceğini anlayamıyor. Durağa güncel hat numarası, güzergâh ve sefer saatlerini gösteren tabela konulmasını istiyoruz.	Otobüs Durağı
Başkale ilçesinde yürüyüş yolu, refüj veya meydan çevresinde kamusal alanda görsel bütünlüğün bozulması. Sorun yaklaşık üç gündür devam ediyor. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Peyzaj ve Kent Estetiği
Başvurumuz yerleşim alanına yakın çevrede görülen atölyenin konutları rahatsız etmesi hakkındadır. Sorun yaklaşık üç gündür devam ediyor. Sorun sıcak hava ve yağışla birlikte daha geniş bir alana yayılıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Alanının kontrol edilip tekrarını önleyecek kalıcı önlem alınmasını talep ediyoruz.	Gürültü Kirliliği
Tuşba tarafında belediye hizmeti hakkında iletişim ihtiyacı doğduğunda genel işlem bilgisi istenmesi konusu çözüm bekliyor. Sorun yaklaşık üç gündür devam ediyor. Başvuru sürekli farklı kanallara yönlendirildiği için zaman kaybı yaşanıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. İlgili birimden açık ve resmi geri dönüş yapılmasını talep ediyoruz.	Bilgi Talebi
Başkale tarafında yalnız yaşayan veya destek ağı bulunmayan vatandaşta aile için düzenli yardım başvurusu konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Vatandaş hangi sosyal hizmete başvuracağını bilemediği için yardım alamıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Kişiye uygun destek programına yönlendirme ve yardım sağlanmasını talep ediyoruz.	Sosyal Yardım
Başvurumuz yerleşim alanına yakın çevrede görülen atık pil toplama noktası istenmesi hakkındadır. Son günlerde sorun belirgin biçimde arttı. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Alanının kontrol edilip tekrarını önleyecek kalıcı önlem alınmasını talep ediyoruz.	Geri Dönüşüm
